timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,duration,packets,tcp_flags,http_status
2025-03-18T03:06:05.264549,137.66.137.182,74.242.180.166,6617,443,TCP,35885,22114,9.040799638045202,61,RST,200
2025-03-18T12:16:43.264549,2.173.175.22,158.253.139.255,54588,80,TCP,82981,9853,67.44993246682013,53,ACK,200
2025-03-18T16:47:00.264549,167.93.184.220,66.251.138.109,6099,3389,TCP,75081,31717,28.239443104199548,82,FIN,200
2025-03-18T12:36:21.264549,216.208.202.72,70.210.184.42,34601,3389,ICMP,65116,29796,37.51907772765229,65,ACK,200
2025-03-19T00:25:34.264549,45.124.115.92,155.144.201.45,17035,22,TCP,5047,4564,18.34323455650748,69,FIN,200
2025-03-18T18:18:27.264549,131.74.213.60,186.147.52.86,17044,443,UDP,32672,6188,7.597410745827936,34,ACK,200
2025-03-18T10:14:29.264549,159.161.176.52,133.230.211.66,12651,3389,ICMP,74142,39356,220.79861600448714,28,PSH,200
2025-03-18T17:46:24.264549,165.225.20.57,97.213.54.98,9584,53,UDP,90370,45086,9.117618287690965,38,FIN,200
2025-03-18T04:00:41.264549,110.43.66.245,207.6.125.170,46989,3389,UDP,95644,19081,78.87142249301978,22,RST,200
2025-03-18T11:50:33.264549,22.155.208.106,167.6.110.4,30267,80,TCP,82557,19291,60.52793729347429,90,RST,200
2025-03-18T03:28:28.264549,201.231.64.85,183.66.6.204,19969,443,TCP,86382,40628,109.66502087207755,87,SYN,200
2025-03-18T10:13:40.264549,166.138.87.48,96.209.253.61,42203,22,TCP,86185,49871,15.283182717778406,84,PSH,301
2025-03-18T21:31:40.264549,18.21.42.209,64.3.25.58,55901,53,ICMP,26433,4697,78.1764212543771,80,SYN,200
2025-03-18T15:14:09.264549,162.115.255.72,137.125.75.98,59939,80,TCP,1213,2752,99.93988122351227,5,FIN,200
2025-03-18T01:12:48.264549,166.107.226.41,12.135.219.154,37861,80,TCP,72019,2831,190.4514061915469,7,FIN,200
2025-03-18T01:53:58.264549,211.147.72.193,123.168.226.38,19994,443,TCP,62291,34176,13.017816394941505,95,PSH,200
2025-03-18T23:26:02.264549,214.14.139.129,121.23.8.190,9919,443,TCP,90333,47486,45.32093110463878,56,PSH,200
2025-03-18T11:06:38.264549,52.228.84.42,214.70.245.125,11824,53,UDP,70003,25975,52.206937385778794,62,ACK,200
2025-03-18T23:25:03.264549,216.81.249.114,57.235.104.209,13479,53,UDP,51564,24953,36.26641890560139,77,SYN,200
2025-03-18T03:33:59.264549,48.247.145.72,106.132.41.234,23849,22,TCP,83164,15382,14.999557394973808,11,ACK,200
2025-03-18T12:08:15.264549,21.156.53.136,29.83.6.245,37409,3389,TCP,37417,47197,86.1318640602616,62,RST,200
2025-03-18T05:40:28.264549,59.33.240.142,195.11.216.88,14906,53,TCP,31546,49099,40.161036989032496,3,SYN,200
2025-03-18T11:31:29.264549,23.16.239.158,114.218.41.126,41531,53,TCP,94253,298,91.01331885608444,99,SYN,500
2025-03-18T07:29:47.264549,113.115.167.243,161.149.245.44,28896,22,TCP,64832,46052,87.4886487878421,78,RST,200
2025-03-18T04:48:13.264549,135.86.86.66,209.188.166.174,12690,3389,TCP,43762,9145,19.56567113900294,36,PSH,200
2025-03-18T04:22:15.264549,144.233.214.77,15.224.18.146,63516,80,TCP,56984,13795,108.42712789979984,74,PSH,200
2025-03-18T15:35:00.264549,98.72.0.177,57.73.49.0,61238,22,UDP,69182,22981,123.09357104603258,58,ACK,200
2025-03-18T19:20:45.264549,202.13.208.109,53.193.136.175,45115,443,TCP,18381,12366,131.78503687969962,86,RST,200
2025-03-18T15:43:04.264549,193.218.208.87,119.56.254.155,10045,80,UDP,46515,30584,11.877539872689141,23,PSH,200
2025-03-18T16:55:04.264549,67.76.217.160,11.74.196.50,35387,443,UDP,41782,5676,31.86209129217209,45,RST,200
2025-03-18T18:22:37.264549,82.190.90.11,33.38.121.169,20018,22,TCP,19347,8531,58.285115404654945,8,PSH,200
2025-03-18T01:49:12.264549,51.163.43.27,20.186.32.168,31553,80,TCP,21876,46593,0.9391197701267655,96,FIN,200
2025-03-18T02:20:44.264549,139.238.245.176,92.132.232.189,29171,3389,TCP,24503,40432,18.61565335734144,28,PSH,200
2025-03-19T00:04:14.264549,28.33.173.229,36.125.54.61,58406,80,TCP,85145,35740,91.5733795393265,6,ACK,200
2025-03-18T23:37:32.264549,161.106.1.29,191.93.217.51,4460,3389,TCP,19578,25992,144.16592464252466,37,FIN,200
2025-03-18T02:03:48.264549,98.193.203.130,171.157.174.111,52000,80,TCP,37782,24881,4.521372387000601,65,SYN,200
2025-03-18T05:57:18.264549,71.212.118.168,77.154.193.153,50140,443,UDP,35640,20525,12.71926673614126,25,ACK,200
2025-03-18T00:27:56.264549,24.195.140.227,123.164.234.88,4095,22,TCP,793,44456,6.725013303930153,66,ACK,200
2025-03-18T05:00:41.264549,1.122.140.187,7.149.186.173,39349,22,TCP,97842,45347,45.666881501528806,55,FIN,200
2025-03-18T00:35:48.264549,143.100.246.189,131.190.224.250,55652,443,TCP,47469,45893,49.78627892841824,56,SYN,200
2025-03-18T12:18:51.264549,168.53.253.197,197.178.245.96,35829,3389,TCP,27263,42988,32.653957318230475,53,ACK,301
2025-03-18T21:29:41.264549,26.246.132.84,75.212.123.110,39246,80,TCP,87282,41700,51.35167862806108,9,FIN,200
2025-03-18T01:42:49.264549,52.222.87.238,85.127.143.117,35821,53,UDP,88576,12616,10.964026217222994,51,RST,200
2025-03-18T00:46:41.264549,56.197.184.168,65.46.251.41,61860,443,TCP,91698,5526,65.83367493888898,58,PSH,200
2025-03-18T14:38:19.264549,86.155.240.123,189.159.125.87,25709,53,TCP,76009,29942,69.05025515065904,99,PSH,200
2025-03-18T03:09:07.264549,123.111.231.234,78.187.233.14,19051,80,TCP,65604,47937,19.343876966445123,14,FIN,200
2025-03-18T04:30:58.264549,169.208.122.250,219.86.251.250,2022,53,TCP,44286,40740,257.14027491583784,85,PSH,200
2025-03-18T16:47:32.264549,155.115.33.250,220.10.224.161,27183,3389,TCP,14942,6940,126.79848239327634,66,ACK,200
2025-03-18T11:45:21.264549,41.81.201.135,160.184.124.95,12124,443,TCP,76909,6883,101.8264695493009,12,SYN,200
2025-03-18T01:57:53.264549,5.146.115.245,80.231.238.75,33050,3389,TCP,57293,45135,35.41955062442053,78,ACK,500
2025-03-18T03:51:04.264549,114.226.21.18,39.244.59.172,7805,3389,UDP,12776,26282,12.1919656277026,99,ACK,200
2025-03-18T20:10:25.264549,85.245.65.155,145.128.134.139,62423,80,UDP,46924,32004,74.79922884721542,9,FIN,200
2025-03-18T15:41:56.264549,27.235.117.74,89.4.118.151,35816,80,TCP,6181,17244,111.12608071801118,16,SYN,200
2025-03-18T16:12:45.264549,159.190.47.171,38.74.111.18,26279,53,UDP,66740,23691,176.57224688748892,74,RST,200
2025-03-18T22:24:18.264549,70.20.251.127,21.114.109.181,9503,80,TCP,28592,25863,31.804220328871143,88,FIN,301
2025-03-18T09:46:21.264549,7.238.202.235,80.134.238.52,52077,3389,UDP,49598,31003,9.536313700998686,8,RST,200
2025-03-18T09:13:44.264549,219.39.116.192,103.85.207.63,36030,3389,UDP,50873,24599,4.8180925244869215,89,ACK,200
2025-03-18T12:28:38.264549,165.200.251.73,199.178.88.90,4153,443,TCP,75209,47928,35.184055460889226,25,FIN,200
2025-03-18T22:01:29.264549,152.249.22.124,105.52.126.6,52485,443,UDP,13713,41335,49.749108511520454,47,PSH,200
2025-03-18T17:41:03.264549,31.45.53.65,97.178.37.76,43772,3389,TCP,16172,38052,45.670687937687596,21,ACK,404
2025-03-18T15:11:19.264549,165.12.49.116,136.243.171.215,7427,3389,TCP,88760,37322,6.328910046224672,19,RST,200
2025-03-18T13:01:50.264549,100.233.166.157,103.213.32.230,37015,22,TCP,12790,5718,53.869413174413424,1,PSH,200
2025-03-18T13:16:04.264549,148.61.70.175,112.9.88.202,1232,80,TCP,36586,37685,2.4182998254837713,58,ACK,200
2025-03-18T06:21:32.264549,126.87.229.68,213.180.141.19,42216,443,TCP,69587,6645,5.232664632556985,33,FIN,200
2025-03-18T19:59:05.264549,54.26.213.226,176.164.112.208,9255,443,TCP,18598,20338,11.55461693404973,63,FIN,200
2025-03-18T16:26:41.264549,63.169.1.168,115.86.231.43,62024,3389,UDP,3596,27971,63.496728058387966,71,SYN,200
2025-03-18T13:47:34.264549,72.134.201.87,96.244.234.55,53293,22,TCP,24056,15382,28.966829345252467,11,ACK,200
2025-03-18T07:45:04.264549,107.212.35.185,197.51.123.233,2894,443,TCP,65225,462,109.51432966966239,87,ACK,200
2025-03-18T11:07:50.264549,215.247.35.116,102.46.20.63,14478,3389,UDP,92988,41205,18.515029773652927,79,FIN,200
2025-03-18T09:34:18.264549,164.246.123.28,153.37.22.38,24788,22,UDP,10248,36190,110.3495231639229,84,ACK,404
2025-03-18T20:04:18.264549,117.9.161.106,18.227.149.108,32089,80,TCP,63888,32908,69.88917733046735,52,SYN,200
2025-03-18T02:14:09.264549,133.196.151.70,141.158.76.6,25036,22,TCP,89894,12379,90.62397315872433,40,PSH,200
2025-03-18T23:41:12.264549,101.228.67.90,167.227.96.230,22410,443,UDP,67153,618,12.537592465208247,4,SYN,200
2025-03-18T15:29:52.264549,49.66.107.65,220.89.217.66,64906,443,TCP,63331,8556,25.20713229869501,81,SYN,200
2025-03-18T21:14:43.264549,6.155.193.132,183.90.130.133,39668,3389,TCP,4462,45869,87.2686594986293,28,SYN,200
2025-03-18T07:44:59.264549,170.66.25.66,7.155.43.184,6594,53,TCP,34460,43085,74.2017662567547,46,SYN,200
2025-03-18T13:48:39.264549,111.111.161.147,107.53.100.77,27925,53,TCP,35499,41367,110.58783359912329,70,PSH,200
2025-03-18T20:40:28.264549,77.121.93.133,194.11.82.89,14046,443,UDP,12328,5014,76.34151490663398,16,RST,200
2025-03-18T08:07:52.264549,60.137.74.64,92.238.174.115,52085,3389,TCP,77323,49700,68.17406965981445,6,FIN,200
2025-03-18T17:19:50.264549,125.54.41.67,21.81.155.149,35223,3389,ICMP,67176,14427,47.17834930136774,76,RST,200
2025-03-18T15:58:18.264549,133.196.26.253,32.89.250.152,28263,53,TCP,18862,11155,16.79279670289997,68,ACK,200
2025-03-18T00:45:58.264549,199.101.202.42,174.195.194.123,14340,22,UDP,25690,49817,38.046401788262884,47,ACK,200
2025-03-18T23:47:15.264549,133.16.33.251,168.44.20.60,43700,53,TCP,65500,34419,3.6844419577148084,15,PSH,200
2025-03-19T00:04:15.264549,149.202.176.64,143.222.128.234,37333,80,UDP,39196,13275,160.82875547063094,95,FIN,200
2025-03-18T23:14:39.264549,198.108.20.15,222.143.59.98,53072,443,TCP,87928,48003,6.60440478879353,10,RST,200
2025-03-18T18:38:08.264549,76.202.111.155,50.24.189.159,64460,53,UDP,69576,28738,20.703656871643183,71,SYN,200
2025-03-18T16:26:11.264549,125.10.81.102,63.66.209.15,30199,22,TCP,32144,23405,46.90971009037935,11,PSH,200
2025-03-18T12:52:58.264549,99.43.72.63,139.240.161.88,47487,22,TCP,65637,13471,35.39162513375213,20,ACK,200
2025-03-18T16:21:28.264549,178.205.40.145,33.68.47.101,44641,53,TCP,28153,19763,7.2914765264995545,96,PSH,200
2025-03-18T19:56:35.264549,67.254.215.191,72.164.17.204,36328,443,UDP,14121,30286,202.42792793275646,68,FIN,200
2025-03-18T06:43:54.264549,112.164.128.55,142.76.252.211,61320,443,TCP,64114,24178,20.28693300460487,61,SYN,200
2025-03-18T13:20:17.264549,122.220.169.41,22.151.224.82,15816,22,UDP,80689,14886,25.280050162036318,39,FIN,200
2025-03-18T20:17:33.264549,47.72.195.234,153.40.75.93,20450,443,TCP,7611,19453,37.60192656820427,94,PSH,200
2025-03-18T00:32:57.264549,163.220.223.163,116.106.203.95,40729,22,UDP,83593,16751,2.776600963218717,44,FIN,200
2025-03-18T23:53:32.264549,161.8.56.107,186.66.68.164,43017,80,TCP,975,6097,31.836660864362106,88,SYN,500
2025-03-18T03:06:29.264549,169.6.30.137,109.140.123.150,33656,80,ICMP,10566,7470,22.177439969423222,44,PSH,200
2025-03-18T12:40:08.264549,203.124.129.24,186.142.156.149,43674,443,TCP,74639,25370,51.371383493626546,28,ACK,301
2025-03-18T05:05:31.264549,154.97.9.76,53.250.28.29,53318,443,TCP,6333,41867,23.933656924080175,3,RST,200
2025-03-18T12:05:07.264549,187.134.43.176,212.11.94.71,8756,3389,TCP,69102,7652,25.318558144304774,99,PSH,200
2025-03-18T13:51:24.264549,147.13.207.188,75.246.116.238,32438,53,UDP,36992,10572,66.99037515619199,29,SYN,200
2025-03-18T11:31:38.264549,104.200.77.54,92.249.166.158,64876,53,UDP,92100,28609,77.14187406382118,57,RST,404
2025-03-18T09:40:53.264549,210.60.244.250,2.91.196.232,14380,80,TCP,28758,34958,619.7327692747015,23,PSH,200
2025-03-18T03:43:00.264549,105.203.29.107,221.80.67.249,19701,3389,TCP,71112,19219,45.86486547552779,57,SYN,404
2025-03-18T04:21:42.264549,160.180.1.32,57.175.222.136,2896,3389,TCP,1559,30884,51.73299250282401,67,RST,200
2025-03-18T18:30:53.264549,118.42.157.97,177.79.51.228,7250,443,TCP,28108,24824,27.251699904944992,74,FIN,200
2025-03-18T05:40:47.264549,78.96.97.1,126.197.227.145,14352,22,TCP,68033,42828,0.6821158448942752,68,SYN,200
2025-03-18T12:39:57.264549,195.180.56.206,13.18.124.105,61447,443,TCP,53150,35175,13.829866852896913,11,ACK,200
2025-03-18T12:28:40.264549,72.76.185.230,21.184.32.133,28833,3389,TCP,93842,5476,68.57417960815295,82,SYN,200
2025-03-18T02:29:48.264549,91.214.127.2,12.212.241.205,24893,443,UDP,62148,27507,151.98318089412518,56,SYN,200
2025-03-18T20:59:56.264549,218.37.211.62,16.7.146.40,21112,443,UDP,84564,24827,20.5496001940343,49,PSH,200
2025-03-18T18:37:03.264549,116.3.71.231,181.219.16.227,54479,22,UDP,63626,4007,5.5223870875254075,38,FIN,200
2025-03-18T11:01:40.264549,144.139.62.242,179.120.116.120,33550,80,TCP,43714,630,35.56258499818701,15,SYN,200
2025-03-18T06:11:54.264549,61.87.240.216,105.42.243.51,12158,80,UDP,923,37074,29.794998842343052,50,FIN,200
2025-03-18T22:44:41.264549,92.111.10.250,107.225.151.29,62989,3389,TCP,85470,37517,24.89024678426664,41,PSH,301
2025-03-18T07:50:05.264549,21.125.140.16,117.170.17.105,37788,3389,TCP,80839,49698,55.207898544393096,98,SYN,200
2025-03-18T06:08:33.264549,216.123.139.19,6.103.184.175,38005,3389,TCP,88916,25823,92.99783874095961,43,SYN,200
2025-03-18T12:53:40.264549,186.249.116.19,38.25.232.148,4124,80,TCP,66896,14358,42.7208087363712,41,ACK,301
2025-03-18T00:34:59.264549,52.94.195.115,151.127.125.241,16911,80,TCP,16443,47969,134.85126960728587,54,ACK,200
2025-03-18T17:26:53.264549,78.31.221.20,177.221.99.193,28216,3389,ICMP,46194,28738,32.64115815001797,23,PSH,200
2025-03-18T03:29:05.264549,36.136.227.175,77.243.7.70,32672,22,TCP,5501,42908,45.141921453342306,27,FIN,200
2025-03-18T16:55:32.264549,149.18.77.0,14.4.98.154,16425,22,TCP,7919,24023,81.4359111758473,21,ACK,200
2025-03-18T19:07:20.264549,27.222.21.85,11.115.21.154,5245,53,TCP,78593,40276,84.65073605305562,11,SYN,200
2025-03-18T16:49:07.264549,138.22.96.74,108.192.70.21,56785,80,TCP,49830,7250,135.94596009998625,27,SYN,200
2025-03-18T20:29:39.264549,3.64.251.168,84.94.30.205,64888,3389,UDP,35695,48272,37.9487371768075,12,FIN,200
2025-03-18T15:53:57.264549,217.250.37.191,1.184.58.92,35502,80,UDP,5965,13378,94.10183057914725,17,SYN,200
2025-03-18T08:24:42.264549,144.41.210.110,184.219.116.100,18501,443,ICMP,44752,31242,51.588907397083744,87,SYN,200
2025-03-18T18:49:29.264549,201.147.32.203,70.202.139.48,64045,443,TCP,49701,9086,1.3362466428096327,66,PSH,200
2025-03-18T20:31:50.264549,202.59.157.107,114.140.43.233,63539,53,TCP,3482,100,74.50067334127192,50,ACK,200
2025-03-18T06:34:11.264549,223.236.142.38,131.224.243.138,17999,80,TCP,536,11568,8.801943280833742,41,PSH,200
2025-03-18T09:25:34.264549,141.29.86.118,37.187.141.172,60447,3389,TCP,96158,45967,0.7845400005712764,56,FIN,200
2025-03-18T21:04:49.264549,45.147.142.108,216.169.222.47,12322,443,UDP,86218,3922,15.55727465385326,92,FIN,200
2025-03-18T06:50:32.264549,21.252.98.1,124.224.228.68,54676,80,UDP,19744,41679,71.23506966401732,58,FIN,200
2025-03-18T22:53:13.264549,155.203.201.195,117.69.38.158,1339,3389,TCP,36116,29806,93.0970074988776,97,RST,200
2025-03-18T20:02:07.264549,9.160.154.59,90.48.177.246,3998,443,TCP,2810,46383,37.35943941586111,97,RST,301
2025-03-18T05:58:51.264549,45.219.87.5,104.208.72.117,8595,22,TCP,57999,8125,6.058721917834183,37,PSH,200
2025-03-18T01:25:58.264549,119.160.50.28,168.101.40.25,32295,3389,ICMP,87906,19793,105.81572399102527,22,PSH,200
2025-03-18T14:28:40.264549,63.140.112.249,213.82.159.133,21998,3389,TCP,95648,2199,12.215416665980966,90,FIN,200
2025-03-18T23:25:51.264549,99.104.29.172,149.229.234.121,52895,443,TCP,23953,938,129.2564153029175,45,ACK,200
2025-03-18T04:34:36.264549,59.77.50.186,199.253.7.81,61108,22,TCP,5270,13104,28.946789777950734,93,FIN,200
2025-03-18T09:40:51.264549,36.53.45.91,64.24.113.215,15470,3389,TCP,89351,12226,20.20827554832148,32,RST,200
2025-03-18T14:06:29.264549,78.19.168.110,153.20.206.2,49623,53,ICMP,99595,49532,27.79168192694092,91,SYN,200
2025-03-18T10:23:58.264549,68.214.54.177,170.35.50.82,24518,3389,TCP,91344,31484,1.6098697002794515,35,ACK,200
2025-03-18T19:27:50.264549,34.201.55.57,144.150.186.144,57325,22,TCP,29525,38063,3.6124316745525573,53,PSH,200
2025-03-18T22:25:34.264549,168.32.54.236,43.227.20.163,54586,22,TCP,73582,45140,1.6292094664725585,51,ACK,200
2025-03-18T06:25:05.264549,167.113.215.102,58.69.174.212,17422,3389,TCP,90054,29054,38.74722279354623,26,RST,200
2025-03-18T14:29:27.264549,101.86.101.132,128.58.88.153,41809,443,TCP,16951,8096,18.563867876775983,92,SYN,200
2025-03-18T10:24:42.264549,8.175.69.86,174.167.253.149,4915,53,TCP,32786,11682,20.096270808293752,52,RST,200
2025-03-18T11:32:31.264549,3.142.133.132,164.20.123.250,55174,22,TCP,41036,29746,13.477534431269218,93,RST,200
2025-03-18T06:38:42.264549,162.89.211.31,143.72.218.17,63932,22,TCP,39693,5599,7.789325994072321,56,RST,301
2025-03-18T10:55:38.264549,129.255.174.53,166.95.65.167,20950,80,TCP,89529,25205,129.26208531383526,42,RST,301
2025-03-18T04:05:10.264549,97.65.129.29,117.195.48.253,31422,22,TCP,86046,34862,271.0106436836896,73,PSH,200
2025-03-18T03:44:04.264549,121.164.229.136,188.122.65.254,31350,3389,TCP,14334,41886,59.63029103218802,72,PSH,200
2025-03-18T03:26:40.264549,24.83.59.240,150.63.174.44,45613,3389,UDP,95220,27563,13.101541237570137,8,FIN,200
2025-03-18T23:46:59.264549,126.161.140.59,218.20.56.193,45277,443,UDP,76155,10046,198.55156194447574,44,FIN,200
2025-03-18T07:00:03.264549,25.17.133.28,194.5.61.189,42355,53,TCP,51079,39189,6.270992599361779,62,PSH,200
2025-03-18T19:22:00.264549,87.13.234.120,180.154.179.115,61287,22,TCP,6171,38293,71.13678777273834,86,RST,200
2025-03-18T23:53:16.264549,50.46.111.144,174.49.247.183,19690,3389,TCP,16514,33422,156.38063856450637,21,ACK,200
2025-03-18T01:49:01.264549,193.191.129.186,88.103.194.56,46001,80,TCP,67129,48416,84.03127339177234,66,RST,200
2025-03-18T13:07:55.264549,117.8.9.80,49.12.38.136,23264,443,TCP,91474,40995,60.57943509233985,84,SYN,200
2025-03-18T14:28:21.264549,60.141.55.26,110.115.44.220,40249,443,UDP,64072,4320,62.07384693790817,95,PSH,200
2025-03-18T11:32:55.264549,204.125.103.31,216.5.67.94,11515,80,TCP,51478,31731,10.60630471855181,56,PSH,200
2025-03-18T22:13:16.264549,184.30.101.71,68.84.85.251,12909,22,TCP,77965,11100,40.301070562617284,13,ACK,200
2025-03-18T04:19:45.264549,217.150.71.93,96.150.101.68,29355,80,TCP,98437,24459,285.3585336157372,84,PSH,200
2025-03-18T17:20:24.264549,17.112.9.48,14.49.72.117,36511,3389,ICMP,84710,39419,104.66361857500405,49,SYN,200
2025-03-18T02:47:09.264549,39.238.109.88,184.63.161.190,22579,80,UDP,94233,497,29.51445039523945,78,ACK,500
2025-03-18T18:44:18.264549,8.100.223.144,22.174.221.1,56366,22,TCP,86945,11812,66.89949186384565,49,RST,200
2025-03-18T17:12:15.264549,134.26.92.196,29.106.74.10,48981,3389,ICMP,30254,3685,65.76644574233188,64,PSH,200
2025-03-18T06:40:35.264549,78.83.0.13,145.231.137.87,57205,80,TCP,76385,22457,37.73513404514662,76,RST,200
2025-03-18T06:57:02.264549,180.255.102.77,202.127.198.86,12031,443,TCP,86808,3554,245.37982559604774,29,RST,200
2025-03-18T01:01:51.264549,177.153.210.55,155.216.163.218,2469,53,TCP,6585,48954,77.13689812308021,36,PSH,404
2025-03-18T21:20:53.264549,188.27.146.128,115.239.112.68,32252,53,UDP,98785,38750,80.85863559384453,12,PSH,200
2025-03-18T05:04:25.264549,88.216.217.61,87.244.181.173,42614,443,UDP,94078,46040,3.5505783388131116,97,PSH,200
2025-03-18T20:25:47.264549,140.8.160.174,160.26.108.246,58657,80,TCP,1551,32961,42.080079447411954,93,SYN,200
2025-03-18T12:19:39.264549,189.109.219.12,4.78.68.243,54343,443,TCP,55156,24639,46.26714948218508,77,FIN,200
2025-03-18T09:06:52.264549,16.163.76.138,117.186.206.152,19148,3389,UDP,35999,44406,140.04391272795166,32,FIN,200
2025-03-18T08:30:53.264549,107.62.230.10,218.50.66.195,4132,53,TCP,91371,18926,41.67887479593965,6,PSH,200
2025-03-18T16:09:41.264549,109.159.171.124,189.108.245.164,22511,80,TCP,21694,5876,18.144384527534765,4,ACK,200
2025-03-18T22:27:36.264549,92.100.156.185,162.117.137.193,47413,443,TCP,37249,30443,5.60372564374882,8,RST,200
2025-03-18T23:05:29.264549,76.55.26.86,163.218.242.178,46469,22,TCP,10301,47658,166.83435298214286,48,FIN,200
2025-03-18T14:09:51.264549,8.54.189.75,91.34.45.6,57666,443,TCP,97680,42142,159.6289445293788,17,ACK,200
2025-03-18T20:10:01.264549,153.216.131.210,18.140.238.194,49375,22,TCP,71731,20474,30.945380749504356,68,SYN,200
2025-03-18T08:30:57.264549,102.25.53.101,61.138.133.196,28825,80,UDP,21853,36647,22.83183071897207,61,RST,200
2025-03-18T07:57:04.264549,130.183.21.29,49.214.87.108,55587,53,TCP,66853,31892,8.500374163095277,99,SYN,200
2025-03-18T06:55:03.264549,6.9.2.94,208.217.2.18,30547,53,UDP,82555,28744,36.24152149158272,75,ACK,301
2025-03-18T11:55:54.264549,63.217.243.206,21.141.230.82,57958,53,TCP,99452,45101,25.854518848856507,25,PSH,200
2025-03-18T21:47:14.264549,156.130.16.226,59.117.137.168,10127,22,TCP,56679,5899,399.42296870340004,70,ACK,200
2025-03-18T16:25:49.264549,24.161.144.228,150.138.93.176,22218,80,UDP,55236,12423,19.401307548225237,80,PSH,200
2025-03-18T16:37:42.264549,14.227.45.223,167.58.232.200,6878,22,TCP,19449,23906,21.594441749595013,78,ACK,200
2025-03-18T04:42:27.264549,76.86.153.75,59.253.110.161,52460,80,TCP,70004,45048,134.2818283085298,58,PSH,200
2025-03-18T04:10:35.264549,39.70.223.108,77.233.98.138,14999,80,TCP,16227,49588,106.23807206580618,40,SYN,200
2025-03-18T07:49:33.264549,181.105.108.189,98.246.113.135,41840,22,TCP,13766,12459,103.27303714274134,77,ACK,200
2025-03-18T08:50:09.264549,175.129.227.95,148.163.251.166,55022,3389,TCP,16091,16525,128.5955798033807,95,PSH,200
2025-03-18T19:41:20.264549,211.251.15.173,113.219.153.189,8615,53,TCP,17411,30154,97.73135621059443,63,ACK,200
2025-03-18T13:22:05.264549,166.238.159.107,42.244.147.45,56497,443,TCP,77724,1553,19.324937667864855,10,RST,200
2025-03-18T11:22:24.264549,205.132.63.59,193.180.207.41,48248,443,UDP,46921,11482,111.76765806874933,63,ACK,200
2025-03-19T00:01:13.264549,132.190.151.230,37.221.211.106,54028,3389,TCP,62201,12641,20.556343322048843,31,PSH,301
2025-03-18T05:50:32.264549,19.224.11.81,36.4.136.102,58506,3389,TCP,48221,16652,87.95113776051497,77,RST,404
2025-03-18T02:24:08.264549,210.235.53.3,50.73.21.244,57779,80,TCP,98309,49757,161.97348213284693,66,SYN,200
2025-03-18T06:32:34.264549,31.243.68.246,29.57.103.163,6645,80,TCP,22734,33682,182.80273038552207,65,SYN,200
2025-03-18T23:20:46.264549,117.140.197.207,30.203.47.200,40091,3389,UDP,15773,2892,4.605877389844265,97,SYN,200
2025-03-18T16:13:02.264549,98.110.212.16,46.141.9.249,34853,22,TCP,90320,29021,59.53302144020143,49,RST,200
2025-03-18T05:12:27.264549,3.80.51.25,99.113.96.34,23089,53,UDP,95389,19065,25.079199436495966,73,SYN,200
2025-03-18T04:52:10.264549,187.17.38.251,136.68.131.182,40694,3389,TCP,14344,31883,53.99598423300525,70,RST,200
